,x,y,label
2276,-79.53653,20.309265,.
2277,-78.1734,18.751396,.
2278,-70.315475,26.072878,.
2279,38.161842,56.18828,mrs
2280,-59.049603,53.365936,.
2281,32.55971,-70.92102,du
2282,42.89437,-61.957317,##rs
2283,55.04496,-35.24141,##ley
2284,1.7513852,25.841913,came
2285,1.6379583,25.66577,into
2286,60.38242,4.756124,the
2287,45.524086,33.013916,living
2288,44.31727,34.23825,room
2289,1.1924688,25.473305,carrying
2290,35.91743,11.210663,two
2291,35.220085,9.412118,cups
2292,16.477062,-6.1608233,of
2293,35.05183,9.215324,tea
2294,-32.998867,-58.65405,.
2295,-28.829266,20.334217,it
2296,-28.741417,20.407352,was
2297,-29.487247,19.933102,no
2298,-28.908852,14.26379,good
2299,-33.035835,-58.53294,.
2300,-17.834824,52.01782,he
2301,-16.904459,-70.78408,'
2302,-40.712353,35.513954,d
2303,-24.400154,13.331584,have
2304,-24.63372,12.275144,to
2305,-9.456572,-15.242098,say
2306,-8.719322,-14.539488,something
2307,-16.969742,5.0573034,to
2308,28.884537,47.783905,her
2309,-32.316597,-59.06899,.
2310,-17.991905,52.161488,he
2311,9.777384,-37.091793,cleared
2312,-18.218447,52.752735,his
2313,9.80891,-37.089264,throat
2314,9.641483,-37.017456,nervously
2315,-32.205273,-59.131664,.
2316,-18.92603,-38.98583,""""
2317,-31.195953,-40.7529,er
2318,13.739038,-68.37478,-
2319,20.290594,-59.958992,-
2320,62.87156,-44.755047,pet
2321,66.43495,-51.60591,##uni
2322,47.731445,-30.045576,##a
2323,-53.763508,-30.610775,","
2324,32.995266,55.0805,dear
2325,16.459488,-69.94751,-
2326,20.532593,-59.327385,-
2327,-39.58731,-26.956892,you
2328,-41.371914,15.611033,haven
2329,-16.446142,-71.4193,'
2330,-41.367603,15.782125,t
2331,-4.1465855,-3.517472,heard
2332,-4.157514,-3.5164182,from
2333,-40.064976,-27.17853,your
2334,25.809357,55.46344,sister
2335,0.12940504,29.723824,lately
2336,-55.2769,-34.769936,","
2337,-41.48286,15.331091,have
2338,-39.766357,-27.141193,you
2339,-79.42674,-1.8443156,?
2340,-7.0547442,-53.047707,""""
2341,-42.51723,-7.032343,as
2342,-17.966715,52.06801,he
2343,-30.861662,39.260498,had
2344,-28.704794,6.4137993,expected
2345,-60.294216,-47.2073,","
2346,38.10993,56.179806,mrs
2347,-59.044765,53.41705,.
2348,32.775608,-70.603546,du
2349,42.662846,-61.883373,##rs
2350,54.571507,-35.318478,##ley
2351,23.6973,48.0668,looked
2352,9.058113,-32.398495,shocked
2353,-59.286198,8.217329,and
2354,8.05504,-32.779537,angry
2355,-32.834652,-58.74343,.
2356,-13.677826,-28.399021,after
2357,-13.5029125,-28.42661,all
2358,-61.580185,-35.518013,","
2359,-6.9725447,23.272785,they
2360,-23.067646,36.50317,normally
2361,-23.35496,36.092876,pretended
2362,27.274874,50.279922,she
2363,-33.759632,24.443827,didn
2364,-16.940119,-70.734474,'
2365,-40.45383,22.08414,t
2366,-9.841485,6.9359393,have
2367,9.182915,-11.492681,a
2368,25.809174,55.43884,sister
2369,-32.60864,-58.87396,.
2370,-21.718557,-41.736694,""""
2371,-27.421268,-34.67454,no
2372,-53.02987,-26.378838,","
2373,-3.7408302,-57.92643,""""
2374,28.907368,48.632236,she
2375,12.180988,-44.337082,said
2376,6.2136154,-33.979546,sharply
2377,-32.84192,-58.70807,.
2378,-21.640608,-41.73191,""""
2379,-16.113064,-23.79004,why
2380,-78.87283,-4.2450004,?
2381,-8.525974,-56.74754,""""
2382,-22.576551,-34.903385,""""
2383,-3.1698427,-9.778334,funny
2384,-11.269292,-14.984583,stuff
2385,10.742315,14.237241,on
2386,48.98892,2.6204169,the
2387,9.409257,14.750981,news
2388,-52.958763,-24.887852,","
2389,-3.8478785,-58.356613,""""
2390,42.1372,53.171875,mr
2391,-57.197742,51.879997,.
2392,32.445602,-70.81124,du
2393,42.95343,-61.698944,##rs
2394,55.43621,-36.08532,##ley
2395,13.159078,-38.863747,mumbled
2396,-32.342754,-59.075455,.
2397,-58.268566,40.060917,""""
2398,2.429197,-75.87539,[SEP]
2399,12.729991,76.120766,[CLS]
2400,7.858166,64.096794,owls
2401,-79.38265,21.24982,.
2402,-76.53311,19.664198,.
2403,-72.983025,23.031315,.
2404,7.233062,5.7544584,shooting
2405,36.8728,-14.33888,stars
2406,-79.4492,21.513123,.
2407,-76.526596,19.314857,.
2408,-73.08076,23.493137,.
2409,-55.66008,3.4621854,and
2410,7.222967,-12.886134,there
2411,7.2046757,-12.863296,were
2412,7.907595,-12.81196,a
2413,5.0700793,-13.8416195,lot
2414,17.471731,-8.986082,of
2415,-3.0311213,-9.72197,funny
2416,24.14694,-54.037228,-
2417,4.568418,-2.3238814,looking
2418,-3.2151868,17.192331,people
2419,18.860535,6.941725,in
2420,42.797993,21.84465,town
2421,21.010674,37.370483,today
2422,-78.97872,21.517801,.
2423,-76.61584,19.310143,.
2424,-73.00019,25.558859,.
2425,-11.180302,-53.511883,""""
2426,-23.617033,-41.15202,""""
2427,-30.163101,-29.340982,so
2428,-78.959206,-3.942465,?
2429,-7.248599,-55.604626,""""
2430,15.522422,-45.48158,snapped
2431,38.490017,56.04167,mrs
2432,-58.830418,53.336636,.
2433,31.489668,-70.423584,du
2434,42.04959,-61.73297,##rs
2435,54.29547,-35.966526,##ley
2436,-28.2858,-60.855778,.
2437,-23.373524,-40.710434,""""
2438,-28.3695,-31.297588,well
2439,-58.884815,-31.387877,","
2440,-36.579384,-34.35481,i
2441,-36.414574,-33.634888,just
2442,-30.37012,8.196991,thought
2443,-78.11173,21.278381,.
2444,-76.46854,19.562473,.
2445,-73.270256,23.651766,.
2446,-31.779211,3.3739743,maybe
2447,-78.0299,21.17984,.
2448,-76.44056,19.628593,.
2449,-73.10545,23.665949,.
2450,-22.186495,-7.4083977,it
2451,-21.814302,-6.7768703,was
2452,-21.675573,-6.6871605,something
2453,-23.138905,6.087738,to
2454,-11.508532,-6.1301413,do
2455,2.4568794,-5.137589,with
2456,-78.018166,21.339977,.
2457,-76.471146,19.638243,.
2458,-73.24907,23.586344,.
2459,-39.122677,-23.557922,you
2460,-32.93231,-26.499838,know
2461,-78.11192,21.26162,.
2462,-76.457985,19.536257,.
2463,-73.262314,23.431356,.
2464,26.932037,47.44241,her
2465,-2.1385834,16.96825,crowd
2466,-28.307217,-60.85448,.
2467,-7.811386,-52.48396,""""
2468,38.313427,56.099457,mrs
2469,-58.886658,53.385887,.
2470,32.151306,-70.21664,du
2471,42.175713,-61.670456,##rs
2472,54.403717,-35.98415,##ley
2473,22.191696,21.79895,sipped
2474,29.131426,50.762684,her
2475,35.00603,9.227103,tea
2476,12.323787,2.7429297,through
2477,21.79103,21.867048,pursed
2478,21.624277,21.825552,lips
2479,-28.36045,-60.811985,.
2480,42.320847,53.96043,mr
2481,-57.194744,52.536545,.
2482,32.26567,-70.19447,du
2483,42.33973,-61.497726,##rs
2484,55.753914,-36.696133,##ley
2485,-13.591079,15.498932,wondered
2486,-35.09069,1.6864182,whether
2487,-15.962531,46.31017,he
2488,-34.83054,18.694199,dared
2489,-17.5635,-14.431881,tell
2490,28.999971,47.687595,her
2491,-15.71444,46.02597,he
2492,-17.409212,-70.4924,'
2493,-38.786503,38.0254,d
2494,-8.3691025,5.633835,heard
2495,51.620323,-4.5181975,the
2496,-4.4767013,33.32756,name
2497,-15.9607115,-39.43433,""""
2498,-9.327132,69.14836,potter
2499,-36.171867,-56.627686,.
2500,-4.3829894,-51.896328,""""
2501,-16.161942,46.60659,he
2502,-30.352955,27.049341,decided
2503,-16.30089,46.406452,he
2504,-36.155388,20.487919,didn
2505,-13.866295,-73.16855,'
2506,-36.39275,20.584463,t
2507,-34.92663,18.937014,dare
2508,-39.401688,-54.442226,.
2509,-47.587574,9.554749,instead
2510,-16.102587,46.194645,he
2511,11.1623335,-43.32264,said
2512,-67.68051,-32.682064,","
2513,-44.30102,-10.130446,as
2514,4.0608892,-34.506237,casually
2515,-44.31528,-8.777568,as
2516,-16.286583,46.1944,he
2517,-35.812664,32.021442,could
2518,-70.8253,-38.418835,","
2519,-22.45782,-42.75302,""""
2520,-8.135978,22.58146,their
2521,3.759984,43.983894,son
2522,14.164538,-69.77675,-
2523,19.33583,-59.133556,-
2524,1.7560376,45.069065,he
2525,-17.455835,-70.43763,'
2526,-42.452305,34.047245,d
2527,1.8712547,45.365417,be
2528,1.9780521,45.52091,about
2529,-27.77968,69.778625,dudley
2530,9.0619335,51.90531,'
2531,8.968938,51.88262,s
2532,2.227551,45.576717,age
2533,-26.82392,34.247543,now
2534,-55.157795,-34.792145,","
2535,-44.814804,30.655027,wouldn
2536,-17.74762,-70.105865,'
2537,-44.965664,30.422176,t
2538,1.7228439,45.15597,he
2539,-79.49144,-1.7211316,?
2540,-8.323893,-52.208233,""""
2541,-25.71881,-40.873875,""""
2542,-34.723595,-35.51238,i
2543,-32.382996,-31.487473,suppose
2544,-30.936506,-31.10077,so
2545,-53.4233,-26.611013,","
2546,-3.0259602,-57.888763,""""
2547,12.571628,-48.114376,said
2548,38.56103,56.04175,mrs
2549,-58.84922,53.34722,.
2550,31.614323,-70.33463,du
2551,42.08797,-61.62154,##rs
2552,54.21522,-36.003315,##ley
2553,4.0543127,-34.60753,stiffly
2554,-28.281628,-60.873405,.
2555,-22.136166,-43.6548,""""
2556,-52.309093,39.00873,w
2557,-55.36995,39.507294,##h
2558,2.8220549,-75.34426,[SEP]
2559,10.455527,76.75522,[CLS]
2560,5.0736995,64.23786,at
2561,14.730045,44.840275,'
2562,-30.47115,-11.426449,s
2563,-1.083768,41.916958,his
2564,-4.362351,33.440617,name
2565,-13.931047,2.3522935,again
2566,-77.522766,-2.0378337,?
2567,-12.793228,72.21063,howard
2568,-56.63312,-34.439358,","
2569,-45.555145,29.654787,isn
2570,-28.386282,-62.49687,'
2571,-45.51201,29.612696,t
2572,-23.113165,-8.435298,it
2573,-78.74898,-1.838696,?
2574,-11.194054,-53.58043,""""
2575,-21.656416,-34.64417,""""
2576,-12.75986,72.966896,harry
2577,-64.69793,24.436356,.
2578,-12.810094,71.90286,nasty
2579,-63.55216,-28.370007,","
2580,-3.5672548,32.572628,common
2581,-4.261797,33.270893,name
2582,-56.75597,-34.578728,","
2583,-40.682426,-19.325941,if
2584,-40.67395,-19.790878,you
2585,-40.627014,-19.64576,ask
2586,-40.61452,-33.883945,me
2587,-28.69663,-62.4216,.
2588,-10.177641,-52.999596,""""
2589,-25.475018,-40.585392,""""
2590,-30.427023,-36.176464,oh
2591,-57.31855,-31.216425,","
2592,-30.081036,-34.1835,yes
2593,-53.398785,-26.706512,","
2594,-2.6043925,-57.64043,""""
2595,12.823071,-47.674397,said
2596,42.11392,54.047848,mr
2597,-57.676693,52.58473,.
2598,31.737154,-70.53289,du
2599,42.655716,-61.587536,##rs
2600,55.76749,-36.01775,##ley
2601,-69.589165,-27.813837,","
2602,-12.041042,54.041077,his
2603,22.142893,-29.307821,heart
2604,21.452435,-29.26311,sinking
2605,21.212,-29.440857,horribly
2606,-28.685125,-62.414192,.
2607,-25.423399,-40.506405,""""
2608,-30.132423,-34.142284,yes
2609,-57.682518,-31.103828,","
2610,-34.705647,-35.466595,i
2611,-32.057,-33.70855,quite
2612,-8.978902,-5.1992,agree
2613,-28.724556,-62.415367,.
2614,-7.688101,-52.41969,""""
2615,-8.990183,43.581673,he
2616,-36.246075,22.025848,didn
2617,-16.305658,-72.11754,'
2618,-36.56349,21.978992,t
2619,-8.41433,-16.515682,say
2620,-8.365626,-16.549393,another
2621,-8.318086,-16.571178,word
2622,-12.65477,-13.967507,on
2623,53.914524,-3.9188125,the
2624,-12.266551,-13.736238,subject
2625,-45.27482,-2.0341551,as
2626,-7.459005,27.71997,they
2627,5.5338025,31.41468,went
2628,5.7091317,31.738956,upstairs
2629,3.7443814,20.873068,to
2630,14.170836,38.8059,bed
2631,-28.667364,-62.450165,.
2632,-45.48888,-0.32947704,while
2633,38.054832,55.97125,mrs
2634,-58.658188,53.014183,.
2635,32.36834,-70.563255,du
2636,42.847366,-61.71185,##rs
2637,55.427666,-36.044197,##ley
2638,-20.839457,30.626091,was
2639,18.183897,5.871792,in
2640,60.067963,4.427125,the
2641,45.148834,35.62061,bathroom
2642,-59.043694,-49.281475,","
2643,42.269096,54.01392,mr
2644,-57.101902,52.533398,.
2645,32.48697,-70.31835,du
2646,42.832253,-61.577816,##rs
2647,55.794815,-36.570065,##ley
2648,7.698168,27.65698,crept
2649,5.407278,21.765533,to
2650,59.490166,4.1793523,the
2651,44.725716,33.884365,bedroom
2652,49.510292,24.021006,window
2653,-63.582973,3.5822856,and
2654,8.331929,27.358145,peered
2655,14.57297,6.165045,down
2656,14.589398,6.1411924,into
2657,59.12515,3.4631274,the
2658,45.53407,31.296114,front
2659,42.504368,28.240383,garden
2660,-62.327435,28.965166,.
2661,49.99136,-8.122295,the
2662,49.440014,-16.76262,cat
2663,-21.683258,26.2068,was
2664,-14.318741,27.09923,still
2665,-14.201888,27.067596,there
2666,-62.240326,27.828306,.
2667,49.22864,-11.068078,it
2668,-21.530325,26.41369,was
2669,1.551874,3.77282,staring
2670,14.489389,6.2319713,down
2671,41.653255,-29.608482,pri
2672,41.637268,-27.649097,##vet
2673,39.60103,27.80315,drive
2674,-47.552307,-11.327984,as
2675,-49.93821,-13.782232,though
2676,49.21129,-11.088804,it
2677,-21.32415,26.277037,were
2678,1.3067538,3.8803508,waiting
2679,1.152512,3.978988,for
2680,-7.0214634,-13.9689,something
2681,-28.671238,-62.43317,.
2682,-26.998938,24.526089,was
2683,-14.468313,46.680138,he
2684,-9.932253,13.092715,imagining
2685,-5.4035,-12.102681,things
2686,-76.34729,-1.953128,?
2687,-27.170048,24.575388,could
2688,-12.900627,-9.417889,all
2689,-14.552115,-9.672443,this
2690,-17.038155,-6.041384,have
2691,-17.02645,-6.04482,anything
2692,-56.23401,38.311535,t
2693,1.9642782,-76.28531,[SEP]
2694,10.183744,77.3203,[CLS]
2695,3.0858572,65.15751,o
2696,3.1159894,8.303659,do
2697,2.5050108,-4.639743,with
2698,51.43784,7.7365317,the
2699,-8.598857,68.824394,potter
2700,55.35299,17.601187,##s
2701,-76.9255,-2.1901248,?
2702,-37.52047,0.75331295,if
2703,-21.913618,-9.812895,it
2704,-17.247677,-12.06994,did
2705,-79.094406,20.390162,.
2706,-78.07507,18.687086,.
2707,-71.7528,24.667025,.
2708,-37.604317,0.68182534,if
2709,-21.929445,-9.827174,it
2710,-17.0598,-12.282918,got
2711,-16.890734,-12.568207,out
2712,-22.866877,-18.56677,that
2713,-6.181804,23.549725,they
2714,-15.778492,21.90809,were
2715,-7.138582,11.434852,related
2716,-14.774251,6.433909,to
2717,9.635073,-10.653533,a
2718,5.17774,4.781068,pair
2719,17.031507,-9.021975,of
2720,12.557944,-70.35939,-
2721,18.5112,-59.917217,-
2722,-28.431215,-31.413681,well
2723,-59.374023,-31.988987,","
2724,-15.30493,50.131054,he
2725,-35.228603,26.606182,didn
2726,-24.517235,-65.23731,'
2727,-40.086735,23.907751,t
2728,-32.32487,9.327254,think
2729,-15.179261,50.082874,he
2730,-38.244522,30.389696,could
2731,-18.671995,-11.643396,bear
2732,-21.538809,-10.548989,it
2733,-24.717712,-65.136604,.
2734,52.810883,9.5612335,the
2735,31.606575,-71.42116,du
2736,42.056328,-62.471897,##rs
2737,56.612713,-33.669388,##ley
2738,57.07988,18.33491,##s
2739,5.6318192,31.36927,got
2740,3.6090748,20.782368,into
2741,14.154163,38.858406,bed
2742,-24.728481,-65.10832,.
2743,37.805115,55.87499,mrs
2744,-59.255188,52.847122,.
2745,31.839327,-71.06618,du
2746,42.37753,-62.241837,##rs
2747,55.663662,-35.08685,##ley
2748,11.300174,36.73324,fell
2749,12.177795,37.49892,asleep
2750,2.4475968,-32.814564,quickly
2751,-57.467484,-7.875834,but
2752,42.184875,53.89133,mr
2753,-57.364635,52.357307,.
2754,31.831232,-71.00601,du
2755,42.357933,-62.234264,##rs
2756,55.789444,-35.65442,##ley
2757,12.054655,35.852592,lay
2758,12.843712,37.670113,awake
2759,-67.98892,-28.370684,","
2760,-10.722443,-19.800566,turning
2761,-10.775747,-19.757284,it
2762,-10.720756,-19.785526,all
2763,-10.720212,-19.79626,over
2764,18.370369,2.9502485,in
2765,-12.042825,54.321144,his
2766,-11.117233,15.301076,mind
2767,-24.72764,-65.140656,.
2768,-12.199432,54.07546,his
2769,-8.253768,12.693443,last
2770,-72.252556,-23.775564,","
2771,-11.392641,13.500185,comforting
2772,-11.536006,13.550105,thought
2773,-44.3686,1.7201414,before
2774,-14.6376,47.76109,he
2775,11.576317,36.486122,fell
2776,12.30513,37.33267,asleep
2777,-24.474417,23.678755,was
2778,-24.140236,-19.038866,that
2779,-41.582764,10.973827,even
2780,-37.090187,1.1227438,if
2781,51.35758,7.9141164,the
2782,-8.618784,68.844215,potter
2783,55.498566,17.648075,##s
2784,-15.816668,21.8097,were
2785,-0.33299246,-6.270927,involved
2786,-55.819427,-53.945076,","
2787,-26.835999,20.343979,there
2788,-26.822935,20.45702,was
2789,-30.816654,18.413889,no
2790,-26.671345,2.5321617,reason
2791,-26.637194,2.5628107,for
2792,-5.75904,22.85319,them
2793,-21.29395,6.0830755,to
2794,-10.322919,1.0067517,come
2795,-10.276821,1.0088984,near
2796,-9.422136,50.619164,him
2797,-55.488422,10.546633,and
2798,37.92602,55.785866,mrs
2799,-59.242565,52.826904,.
2800,31.789957,-71.03036,du
2801,42.106133,-62.248837,##rs
2802,55.53215,-34.730614,##ley
2803,-63.57333,28.749287,.
2804,51.474987,8.155088,the
2805,-8.592642,68.81348,potter
2806,55.59894,17.697096,##s
2807,-15.979631,20.124155,knew
2808,-7.156085,-35.82332,very
2809,-7.8497725,-36.7521,well
2810,-13.808757,-18.234426,what
2811,-9.823136,50.472202,he
2812,-55.387688,10.590145,and
2813,62.693424,-44.6477,pet
2814,66.69201,-51.52378,##uni
2815,47.82011,-29.589993,##a
2816,-15.8169565,20.19641,thought
2817,-14.471489,-14.086536,about
2818,-5.4107785,22.918764,them
2819,-57.790348,6.5961776,and
2820,-5.329679,22.96601,their
2821,-4.2805157,19.660233,kind
2822,-79.83956,20.516966,.
2823,-78.10917,18.085701,.
2824,-78.187996,18.170935,.
2825,-70.843666,25.10371,.
2826,-15.266962,50.010292,he
2827,-37.34023,27.551308,couldn
2828,-24.570358,-65.211365,'
2829,-39.323612,24.192179,t
2830,-6.3554726,2.680152,see
2831,-56.289246,37.26738,ho
2832,1.388337,-77.21623,[SEP]
2833,9.813467,76.81579,[CLS]
2834,5.1129956,65.72481,w
2835,-10.948274,46.939873,he
2836,-55.296688,10.451432,and
2837,62.70335,-44.61875,pet
2838,66.59993,-51.68536,##uni
2839,47.786366,-29.654041,##a
2840,-37.287163,29.309557,could
2841,-8.0969095,-2.36487,get
2842,0.33632874,-6.3553095,mixed
2843,0.4393125,-6.3219676,up
2844,0.62963486,-6.2830224,in
2845,-9.122441,-11.949962,anything
2846,-26.504591,-16.460894,that
2847,-25.549587,-0.09889087,might
2848,-24.974142,-0.13645145,be
2849,-6.5140443,-10.612231,going
2850,-6.610114,-10.526224,on
2851,15.111555,-70.49275,-
2852,18.681564,-59.14316,-
2853,-15.988071,49.05089,he
2854,10.804637,35.536247,yawned
2855,-63.37174,4.1622825,and
2856,11.858793,34.48047,turned
2857,12.105203,34.588284,over
2858,15.994146,-70.812904,-
2859,18.892492,-58.89668,-
2860,-22.440952,-7.8851886,it
2861,-37.95535,28.441172,couldn
2862,-25.384735,-68.429756,'
2863,-41.31988,22.36198,t
2864,-8.499731,-2.6574924,affect
2865,-5.7831693,25.573763,them
2866,-79.63304,20.449392,.
2867,-77.771255,17.938084,.
2868,-77.8982,18.122253,.
2869,-71.470375,24.762764,.
2870,-32.7009,1.4927294,how
2871,-7.073067,-35.889656,very
2872,-2.311187,-7.8178787,wrong
2873,-15.148128,49.904312,he
2874,-24.428719,26.67348,was
2875,-25.803253,-68.330986,.
2876,41.667355,53.85853,mr
2877,-58.007175,52.329613,.
2878,33.284966,-71.85728,du
2879,43.64901,-62.910915,##rs
2880,55.348476,-35.063896,##ley
2881,-31.875513,4.5579123,might
2882,-35.911537,45.220573,have
2883,-18.696495,17.53775,been
2884,11.746589,37.340435,drifting
2885,10.294142,37.084682,into
2886,10.470305,37.16183,an
2887,11.202393,37.31905,uneasy
2888,12.202401,37.547203,sleep
2889,-55.376453,-54.457783,","
2890,-56.17094,-8.632152,but
2891,49.879356,-8.342019,the
2892,49.41523,-16.77586,cat
2893,14.368952,10.767979,on
2894,57.722115,-1.5306584,the
2895,45.361843,23.838259,wall
2896,59.110676,13.471223,outside
2897,-21.745815,26.78847,was
2898,-31.44298,17.811687,showing
2899,-31.57562,17.598402,no
2900,-1.6423085,-14.598663,sign
2901,19.613863,-11.488847,of
2902,12.150675,37.59554,sleep
2903,11.884688,37.6137,##iness
2904,-25.862354,-68.29909,.
2905,49.036903,-11.379043,it
2906,-21.670742,26.64528,was
2907,10.867204,10.3403425,sitting
2908,-45.29375,-10.064972,as
2909,7.5988626,-23.810225,still
2910,-45.43791,-9.913778,as
2911,12.89085,-16.448452,a
2912,12.768658,-16.628248,statue
2913,-69.05657,-27.335106,","
2914,48.966415,-11.616233,its
2915,7.710153,-24.01762,eyes
2916,7.696429,-24.035095,fixed
2917,7.6148014,-24.26039,un
2918,7.592302,-24.401384,##bl
2919,7.6522474,-24.139,##inking
2920,7.66688,-24.112013,##ly
2921,13.88954,14.366023,on
2922,58.27441,-1.751142,the
2923,43.88044,4.3996925,far
2924,40.984955,23.211226,corner
2925,20.921135,-7.3150945,of
2926,41.776775,-29.731092,pri
2927,41.681053,-27.556538,##vet
2928,39.447266,27.761711,drive
2929,-39.786526,-53.556984,.
2930,48.97965,-11.418879,it
2931,-35.174095,22.858604,didn
2932,-25.268713,-68.46953,'
2933,-37.703537,22.133783,t
2934,-42.29487,-13.175563,so
2935,-39.841194,-12.754225,much
2936,-39.934765,-12.711015,as
2937,8.260254,-26.90904,quiver
2938,-41.498928,-0.19889805,when
2939,13.470122,-12.79919,a
2940,35.961433,27.787128,car
2941,50.889343,26.688938,door
2942,17.987118,-22.045324,slammed
2943,16.70227,10.340158,on
2944,58.975487,-0.793894,the
2945,43.11338,4.398076,next
2946,39.946243,25.375242,street
2947,-63.587185,-37.12442,","
2948,-49.88784,0.8935333,nor
2949,-41.522766,-0.22877549,when
2950,37.160496,-17.041098,two
2951,38.81204,-16.408154,owls
2952,36.7545,-17.373304,sw
2953,36.735394,-17.136395,##ooped
2954,36.61235,-17.05611,overhead
2955,-63.686142,31.175991,.
2956,26.747,-33.689236,in
2957,-54.263214,-3.4158556,fact
2958,-56.91944,-53.016006,","
2959,-24.15467,-8.238214,it
2960,-20.010826,22.488907,was
2961,-56.528175,36.190865,nearly
2962,1.2100139,-77.45984,[SEP]
2963,11.99856,78.996376,[CLS]
2964,6.9872956,66.34711,midnight
2965,-44.374405,2.4715106,before
2966,50.005486,-6.883375,the
2967,49.48883,-16.708406,cat
2968,-5.639863,-16.632095,moved
2969,-10.372549,-29.93765,at
2970,-11.993174,-29.238804,all
2971,-38.725716,-55.07417,.
2972,12.688934,-12.061224,a
2973,0.40572685,37.103928,man
2974,3.9475963,25.421822,appeared
2975,15.79549,10.342454,on
2976,59.023403,-1.1255319,the
2977,40.90937,23.348446,corner
2978,49.96457,-6.84005,the
2979,49.515095,-16.656748,cat
2980,-33.608143,38.41495,had
2981,-18.622963,17.308832,been
2982,-1.481058,11.224983,watching
2983,-65.425255,-29.862747,","
2984,3.9909265,25.45136,appeared
2985,-44.677742,-14.642685,so
2986,0.65641266,-32.671253,suddenly
2987,-60.097095,8.21271,and
2988,0.9113028,-32.702408,silently
2989,-41.446136,-21.365675,you
2990,-22.03829,-74.517525,'
2991,-42.553482,35.145454,d
2992,-36.312218,45.057594,have
2993,-30.592169,7.651336,thought
2994,-6.4028525,43.58873,he
2995,-22.070944,-74.509,'
2996,-39.07949,38.37465,d
2997,17.586203,-1.8980533,just
2998,17.614796,-1.8477299,popped
2999,24.795238,-9.141793,out
3000,24.764872,-9.141533,of
3001,59.403378,-6.4447145,the
3002,38.569717,21.52526,ground
3003,-34.04284,-72.38646,.
3004,49.58696,-7.6998143,the
3005,49.530006,-16.579132,cat
3006,50.120667,-12.712609,'
3007,50.10462,-12.710213,s
3008,50.73303,-14.333867,tail
3009,8.742066,-26.825743,twitched
3010,-59.62995,2.0819507,and
3011,48.69866,-12.14292,its
3012,22.251118,17.548738,eyes
3013,8.680622,-26.508112,narrowed
3014,-34.044758,-72.382095,.
3015,-35.62437,12.718584,nothing
3016,0.41084993,-17.298477,like
3017,-15.34786,-8.530167,this
3018,0.30280334,37.131786,man
3019,-33.033768,39.210804,had
3020,-36.22799,12.748321,ever
3021,-35.904884,12.688634,been
3022,-7.0034904,5.0727363,seen
3023,16.001915,10.337465,on
3024,41.840958,-29.739279,pri
3025,41.653755,-27.516392,##vet
3026,39.570896,27.900198,drive
3027,-34.035763,-72.39696,.
3028,-4.4097753,43.60422,he
3029,-19.195814,26.373674,was
3030,27.706291,-1.9435338,tall
3031,-69.29032,-23.241009,","
3032,28.073395,-1.8146105,thin
3033,-63.58184,-37.828735,","
3034,-57.545692,5.0125146,and
3035,-6.291177,-35.692993,very
3036,21.620533,27.952362,old
3037,-63.51072,-34.321884,","
3038,-37.93035,-13.999539,judging
3039,-37.90472,-13.999611,by
3040,53.7126,-5.1432915,the
3041,34.696823,-3.4842293,silver
3042,20.054686,-5.7999544,of
3043,-4.1290402,44.14941,his
3044,28.705807,2.6592426,hair
3045,-57.22987,8.438398,and
3046,29.632158,3.1865132,beard
3047,-57.868702,-49.533993,","
3048,-38.59092,-4.6478868,which
3049,-18.756157,25.07445,were
3050,-26.548708,44.389503,both
3051,27.223776,0.55934995,long
3052,-26.722876,6.261248,enough
3053,-20.345947,7.4261603,to
3054,26.429691,1.1772768,tuck
3055,23.127659,5.8958893,into
3056,-4.111311,44.15581,his
3057,28.103714,15.204021,belt
3058,-63.724796,31.65616,.
3059,-4.3795867,43.668827,he
3060,-19.337795,26.372162,was
3061,23.877583,0.5642511,wearing
3062,26.475266,-0.32524294,long
3063,26.649832,27.1488,robes
3064,-65.72534,-24.090517,","
3065,24.455603,-0.18813258,a
3066,34.71991,-4.249553,purple
3067,26.76722,27.62384,cloak
3068,-26.826864,-17.926193,that
3069,29.160559,-23.222298,swept
3070,57.36394,0.32716534,the
3071,38.620407,21.543673,ground
3072,-63.742867,-37.440926,","
3073,-56.487324,5.772665,and
3074,25.416176,-1.0962877,high
3075,24.731945,-53.41909,-
3076,25.34712,-1.1563756,heel
3077,25.329063,-1.1061008,##ed
3078,-72.67666,-22.735477,","
3079,25.34994,-1.1238806,buckled
3080,-57.56541,36.23231,bo
3081,3.6775222,-76.59469,[SEP]
3082,10.842551,76.58788,[CLS]
3083,5.8836117,67.5789,ot
3084,5.3676534,10.521474,##s
3085,-68.38617,27.790024,.
3086,-4.1878934,44.992527,his
3087,32.698627,-2.2691958,blue
3088,22.597433,17.762281,eyes
3089,-19.31138,25.392944,were
3090,32.588535,-2.779194,light
3091,-69.395294,-23.2982,","
3092,32.649857,-2.7853732,bright
3093,-63.605877,-37.71702,","
3094,-59.645157,6.699131,and
3095,32.674896,-2.8869567,sparkling
3096,13.226554,3.4022317,behind
3097,31.798674,-32.114246,half
3098,24.692364,-52.943546,-
3099,31.969742,-31.655718,moon
3100,24.433813,17.042076,spectacle
3101,26.238907,10.414294,##s
3102,-59.11893,1.6706357,and
3103,-4.1883907,44.957817,his
3104,19.401493,17.347338,nose
3105,-19.597706,25.436184,was
